,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,recruitment_countries,trial_start_date,results_type,error
16687,2004-002531-32,18/10/2006,24/10/2018,24/10/2018,"['GB', 'CZ', 'BE', 'DE']",,,Document,
16688,2007-001268-57,18/08/2008,17/09/2016,17/09/2016,"['CZ', 'BE', 'HU', 'DE']",,,Document,
16689,2007-000054-31,31/07/2008,20/12/2014,12/07/2018,"['BE', 'ES', 'AT', 'FR', 'IT', 'HU', 'LV', 'GB', 'DE']",,,Document,
16690,2006-002404-34,22/10/2007,21/11/2018,21/11/2018,"['EE', 'DE', 'FI', 'CZ', 'SE', 'LV', 'LT']",,,Document,
16691,2005-004668-22,12/06/2007,11/02/2016,11/02/2016,"['GB', 'HU', 'DE', 'ES', 'CZ']",,,Document,
16692,2012-001355-38,29/01/2008,29/06/2017,29/06/2017,"['GB', 'DE', 'SE', 'BE', 'CZ', 'NL', 'IT', 'ES', 'FI', 'SK', 'PT', 'AT', 'PL']",,,Document,
16693,2008-002022-10,13/09/2011,22/05/2015,08/07/2016,"['ES', 'AT', 'FR', 'IT', 'DE']",,,Document,
16694,2008-002781-66,27/01/2009,08/12/2016,06/01/2017,"['DE', 'FR', 'ES', 'BE', 'SE', 'DK', 'PL', 'IT']",,,Document,
16695,2008-001043-19,25/05/2010,01/06/2016,01/06/2016,"['DE', 'FR', 'IT']",,,Document,
16696,2007-005886-36,08/02/2011,10/05/2016,10/05/2016,"['IT', 'DE', 'FR', 'GB']",,,Document,
16697,2005-001564-31,30/03/2009,12/02/2016,12/02/2016,"['DE', 'BE']",,,Document,
16698,2006-004606-97,16/04/2009,13/10/2016,13/10/2016,"['FR', 'BE', 'DE', 'ES', 'CZ', 'HU', 'FI', 'SE', 'DK', 'AT', 'PT', 'IT']",,,Document,
16699,2004-000617-19,18/12/2008,20/11/2016,20/11/2016,"['HU', 'AT', 'ES', 'GB', 'DE', 'LT', 'LV', 'EE', 'IT']",,,Document,
16700,2006-003839-68,05/10/2010,03/08/2015,02/06/2016,"['FI', 'SE', 'DE', 'CZ']","{'Argentina': 39, 'Australia': 21, 'China': 53, 'Croatia': 11, 'Czech Republic': 48, 'Finland': 19, 'Germany': 22, 'India': 75, 'Malaysia': 9, 'Korea, Republic of': 64, 'Russian Federation': 105, 'Sweden': 14, 'United States': 85}",12/02/2007,Tabular,
16701,2005-001490-95,28/02/2009,22/01/2020,22/01/2020,"['GB', 'ES', 'PT', 'DE', 'IT']",,,Document,
16702,2008-000025-19,17/01/2009,13/02/2015,08/07/2016,"['ES', 'AT', 'DE']",,,Document,
16703,2009-014916-37,13/06/2012,12/02/2015,27/04/2016,"['ES', 'DE', 'HU']",,,Document,
16704,2008-006497-15,31/12/2012,02/01/2020,02/01/2020,"['AT', 'CZ', 'SK', 'DE']",,,Document,
16705,2009-017238-39,12/01/2012,14/10/2017,14/10/2017,"['FR', 'IT', 'BE', 'DE']",,,Document,
16706,2010-019844-38,29/10/2012,17/07/2016,17/07/2016,"['ES', 'SK', 'CZ', 'HU', 'GB', 'DE', 'NL', 'GR']",,,Document,
16707,2008-005232-33,26/09/2011,28/05/2015,02/02/2016,"['NL', 'DE', 'FR', 'ES', 'GB', 'GR']",,,Document,
16708,2005-001841-40,27/11/2012,07/02/2019,07/02/2019,"['CZ', 'LV', 'DE']",,,Document,
16709,2009-015400-26,01/12/2011,15/05/2016,15/05/2016,"['DE', 'FR', 'GB']",,,Document,
16710,2009-014246-29,13/09/2011,29/11/2018,29/11/2018,"['IE', 'BE', 'DE', 'CZ']",,,Document,
16711,2008-006344-19,20/11/2011,22/04/2016,22/04/2016,"['DE', 'GB', 'CZ', 'FR', 'SE', 'HU', 'ES', 'NL']","{'Spain': 5, 'Sweden': 3, 'Switzerland': 7, 'United Kingdom': 16, 'United States': 7, 'Brazil': 6, 'Czech Republic': 3, 'France': 14, 'Germany': 16, 'Hungary': 6, 'Netherlands': 3, 'Norway': 5}",02/07/2009,Tabular,
16712,2019-000809-71,01/11/2021,22/12/2021,22/12/2021,['DK'],{'Denmark': 206},01/05/2019,Mixed,
16713,2017-000685-29,01/11/2008,22/12/2021,22/12/2021,['Outside EU/EEA'],"{'Korea, Republic of': 153}",01/11/2007,Tabular,
16714,2017-004433-93,30/11/2020,22/12/2021,22/12/2021,['DK'],{'Denmark': 25},18/09/2018,Tabular,
16715,2006-000304-16,01/10/2008,22/12/2021,22/12/2021,['Outside EU/EEA'],{'Netherlands': 97},01/10/2006,Tabular,
16716,2017-001598-18,05/09/2011,22/12/2021,22/12/2021,['Outside EU/EEA'],"{'United States': 364, 'Mexico': 74, 'Canada': 24, 'Argentina': 1}",16/03/2009,Tabular,
16717,2014-002833-70,12/12/2020,22/12/2021,22/12/2021,['BE'],{'Belgium': 8},25/04/2016,Mixed,
16718,2017-000739-15,25/02/2011,22/12/2021,22/12/2021,['Outside EU/EEA'],{'United States': 209},18/03/2008,Tabular,
16719,2014-005651-89,09/09/2015,22/12/2021,22/12/2021,['DK'],{'Denmark': 42},01/05/2015,Tabular,
16720,2007-002007-41,01/01/2011,22/12/2021,22/12/2021,['IT'],,,Document,
16721,2016-004653-32,30/03/2020,22/12/2021,22/12/2021,['FR'],{'France': 15},01/02/2017,Tabular,
16722,2006-001866-18,01/12/2007,22/12/2021,22/12/2021,['Outside EU/EEA'],"{'Belgium': 49, 'Netherlands': 72}",01/04/2005,Tabular,
16723,2017-000740-18,01/11/2008,22/12/2021,22/12/2021,['Outside EU/EEA'],"{'China': 82, 'Korea, Republic of': 70, 'Taiwan': 76}",01/04/2007,Tabular,
16724,2017-000686-68,01/08/2009,22/12/2021,22/12/2021,['Outside EU/EEA'],{'Japan': 228},01/05/2005,Tabular,
16725,2018-003612-45,14/12/2020,22/12/2021,22/12/2021,"['AT', 'ES']","{'Argentina': 6, 'Belgium': 4, 'United Kingdom': 2, 'United States': 11, 'France': 13}",13/02/2019,Tabular,
16726,2008-005213-22,02/03/2016,23/12/2021,23/12/2021,['DE'],{'Germany': 61},08/05/2009,Mixed,
16727,2019-003999-39,00/01/1900,23/12/2021,23/12/2021,['NO'],,,Document,
16728,2013-000395-15,00/01/1900,23/12/2021,23/12/2021,['GB'],,,Document,
16729,2016-000786-24,00/01/1900,23/12/2021,23/12/2021,['IT'],,,Document,
16730,2014-000319-15,28/10/2019,23/12/2021,23/12/2021,['ES'],{'Spain': 283},28/10/2014,Tabular,
16731,2018-002108-15,29/12/2020,23/12/2021,23/12/2021,"['BE', 'IT']","{'Belgium': 6, 'Canada': 3, 'United States': 16}",11/09/2018,Tabular,
16732,2009-013461-25,16/06/2014,23/12/2021,23/12/2021,['GB'],{'United Kingdom': 64},13/10/2010,Mixed,
16733,2012-005666-35,08/02/2019,23/12/2021,23/12/2021,['GB'],{'United Kingdom': 50},03/10/2013,Tabular,
16734,2005-000074-51,25/06/2009,23/12/2021,23/12/2021,['DE'],{'Germany': 165},20/07/2005,Mixed,
16735,2016-003102-14,27/08/2020,24/12/2021,24/12/2021,['DE'],{'Germany': 56},23/03/2018,Tabular,
16736,2009-011252-22,06/04/2017,24/12/2021,24/12/2021,['DE'],{'Germany': 129},06/06/2011,Mixed,
16737,2012-005036-28,06/03/2020,24/12/2021,24/12/2021,['FR'],{'France': 148},15/04/2015,Tabular,
16738,2017-000048-17,17/12/2020,25/12/2021,25/12/2021,"['DK', 'GB', 'AT', 'IE', 'GR', 'ES', 'HR', 'IT']","{'Australia': 11, 'Serbia': 14, 'Argentina': 7, 'Austria': 4, 'Brazil': 31, 'Canada': 18, 'Croatia': 4, 'Denmark': 12, 'Greece': 8, 'Ireland': 6, 'Israel': 10, 'Italy': 17, 'Russian Federation': 67, 'United Kingdom': 16}",22/11/2017,Tabular,
16739,2013-004599-36,20/06/2017,25/12/2021,25/12/2021,['DE'],{'Germany': 20},11/06/2014,Tabular,
16740,2020-002701-26,00/01/1900,25/12/2021,25/12/2021,['IT'],,,Document,
16741,2018-001279-19,29/12/2019,25/12/2021,25/12/2021,"['DE', 'AT']",{'Germany': 20},01/01/2019,Tabular,
16742,2005-006024-11,01/08/2008,25/12/2021,25/12/2021,['DE'],,,Document,
16743,2006-004860-29,31/01/2010,25/12/2021,25/12/2021,['DE'],,,Document,
16744,2018-000616-25,01/01/2020,25/12/2021,25/12/2021,['NL'],{'Netherlands': 12},01/04/2018,Tabular,
16745,2016-002208-21,19/05/2017,25/12/2021,25/12/2021,"['HU', 'CZ', 'LV', 'EE', 'LT', 'BG']","{'Ukraine': 82, 'United States': 12, 'Bulgaria': 93, 'Czech Republic': 29, 'Estonia': 31, 'Georgia': 24, 'Hungary': 30, 'Latvia': 68, 'Lithuania': 40, 'Romania': 57, 'Russian Federation': 34}",13/10/2016,Tabular,
16746,2016-002317-22,14/06/2021,25/12/2021,25/12/2021,['SE'],{'Sweden': 73},14/12/2016,Tabular,
16747,2015-005519-34,09/05/2017,26/12/2021,26/12/2021,['ES'],{'Spain': 20},01/01/2016,Tabular,
16748,2012-001340-21,04/12/2020,26/12/2021,26/12/2021,['IT'],"{'Italy': 4, 'United States': 8}",22/05/2013,Tabular,
16749,2005-003557-27,13/06/2013,26/12/2021,26/12/2021,['DE'],,,Document,
16750,2015-000449-21,31/12/2020,26/12/2021,01/03/2022,"['BE', 'ES', 'DE', 'FR', 'IT']","{'Australia': 26, 'Hong Kong': 16, 'Singapore': 47, 'Belgium': 47, 'Canada': 30, 'Germany': 3, 'Italy': 55, 'Japan': 17, 'Spain': 77, 'Taiwan': 30, 'United States': 135, 'France': 7}",17/06/2015,Tabular,
16751,2010-021165-76,11/12/2020,26/12/2021,26/12/2021,['GB'],{'United Kingdom': 220},21/11/2013,Mixed,
16752,2011-005254-53,23/10/2012,26/12/2021,26/12/2021,['DE'],,,Document,
16753,2007-003813-15,10/07/2016,26/12/2021,26/12/2021,['DE'],{'Germany': 436},15/04/2008,Mixed,
16754,2015-005274-38,09/05/2017,26/12/2021,26/12/2021,['SE'],{'Sweden': 150},01/03/2016,Mixed,
16755,2015-001341-86,00/01/1900,31/10/2019,31/10/2019,"['DE', 'BE', 'HR', 'ES', 'BG', 'IT']","{'Taiwan': 2, 'Thailand': 3, 'Tunisia': 9, 'United States': 6, 'Argentina': 1, 'Belgium': 1, 'Chile': 6, 'Colombia': 18, 'Croatia': 2, 'France': 1, 'Georgia': 5, 'Germany': 4, 'Italy': 6, 'Korea, Republic of': 2, 'Mexico': 19, 'Moldova, Republic of': 20, 'Peru': 21, 'Philippines': 19, 'Poland': 18, 'Russian Federation': 22}",23/09/2015,Mixed,
16756,2008-004008-30,00/01/1900,29/12/2021,29/12/2021,"['IE', 'BE', 'GB', 'CZ']",,,Document,
16757,2015-000160-34,17/06/2016,29/12/2021,29/12/2021,['GR'],{'Greece': 180},08/06/2015,Tabular,
16758,2009-009909-25,00/01/1900,29/12/2021,29/12/2021,['DE'],,,Document,
16759,2013-003083-31,12/12/2014,29/12/2021,29/12/2021,['GR'],{'Greece': 170},01/09/2013,Tabular,
16760,2014-002576-91,18/12/2015,29/12/2021,29/12/2021,['GR'],{'Greece': 200},15/10/2014,Tabular,
16761,2012-004539-22,00/01/1900,29/12/2021,29/12/2021,['IT'],,,Document,
16762,2019-002934-35,30/09/2020,29/12/2021,29/12/2021,['Outside EU/EEA'],{'United States': 30},13/11/2017,Tabular,
16763,2004-003944-23,00/01/1900,29/12/2021,29/12/2021,['AT'],,,Document,
16764,2008-002367-14,31/03/2016,29/12/2021,29/12/2021,"['DK', 'SE']","{'Sweden': 3, 'Denmark': 69}",24/10/2008,Mixed,
16765,2010-021863-34,29/05/2014,29/12/2021,29/12/2021,['GB'],{'United Kingdom': 42},28/06/2011,Mixed,
16766,2013-003645-42,28/12/2020,29/12/2021,29/12/2021,"['GB', 'BE', 'SE', 'ES', 'IT', 'DE', 'FR']","{'Australia': 2, 'Singapore': 3, 'Belgium': 7, 'Canada': 4, 'Italy': 19, 'Norway': 3, 'Spain': 9, 'United Kingdom': 7, 'United States': 31, 'France': 7}",26/03/2014,Tabular,
16767,2018-004730-15,29/10/2020,16/09/2021,16/09/2021,"['GB', 'PL', 'BG', 'ES']","{'United States': 51, 'Moldova, Republic of': 64, 'Poland': 56, 'Ukraine': 41, 'Georgia': 47}",21/05/2019,Tabular,
16768,2009-014453-32,26/11/2013,31/01/2020,31/01/2020,"['BE', 'IE', 'DE', 'CZ']","{'United States': 15, 'Belgium': 4, 'Czech Republic': 3, 'Romania': 9}",05/05/2010,Tabular,
16769,2009-011990-34,18/10/2013,19/02/2021,19/02/2021,"['DE', 'AT']",{'Germany': 57},13/05/2011,Mixed,
16770,2009-016019-39,15/08/2014,02/11/2020,02/11/2020,"['DE', 'BE', 'HU', 'GB', 'ES', 'PT', 'EE', 'IT', 'BG', 'LT']","{'South Africa': 3, 'Spain': 35, 'Ukraine': 117, 'United Kingdom': 5, 'United States': 32, 'Argentina': 2, 'Belgium': 1, 'Brazil': 18, 'Bulgaria': 7, 'Croatia': 2, 'Estonia': 10, 'Germany': 3, 'Hungary': 9, 'Israel': 1, 'Italy': 19, 'Mexico': 7, 'Poland': 5, 'Portugal': 2, 'Romania': 12, 'Russian Federation': 71}",14/04/2011,Mixed,
16771,2011-002235-26,09/12/2013,07/08/2015,21/07/2016,"['SE', 'EE', 'ES', 'FI', 'DE', 'GR', 'GB', 'SK', 'BE', 'HU', 'PL']","{'United States': 22, 'Israel': 1}",05/01/2012,Mixed,
16772,2007-006658-24,31/10/2014,10/03/2019,10/03/2019,"['GB', 'DE']","{'United Kingdom': 241, 'Germany': 12}",02/03/2009,Mixed,
16773,2012-004949-32,23/08/2014,22/03/2020,22/03/2020,"['GB', 'DE']","{'New Zealand': 18, 'United Kingdom': 44}",12/12/2012,Tabular,
16774,2005-004627-18,23/05/2014,29/11/2018,29/11/2018,"['AT', 'ES', 'DE', 'BE', 'GB', 'IT']","{'Spain': 11, 'United Kingdom': 6, 'Austria': 13, 'Belgium': 10, 'France': 23, 'Germany': 37, 'Italy': 12, 'Australia': 33, 'Canada': 14, 'India': 5, 'Mexico': 6, 'Netherlands': 15, 'Poland': 4, 'United States': 77}",10/01/2006,Tabular,
16775,2009-009457-13,02/04/2015,23/09/2020,23/09/2020,"['NL', 'CZ', 'AT', 'FR', 'DE']","{'Austria': 4, 'Czech Republic': 2, 'France': 3, 'Germany': 12, 'Netherlands': 13}",10/05/2010,Tabular,
16776,2012-001896-35,31/12/2015,07/02/2020,07/02/2020,"['BE', 'HU', 'IE', 'AT', 'ES', 'NL', 'DE', 'IT', 'DK', 'GB', 'GR']","{'Spain': 35, 'Switzerland': 14, 'United Kingdom': 1, 'Belgium': 3, 'Denmark': 3, 'Hungary': 1, 'Ireland': 7, 'Israel': 2, 'Italy': 1, 'Netherlands': 13}",10/09/2012,Mixed,
16777,2010-023917-68,06/12/2016,20/01/2018,20/01/2018,"['DE', 'HU', 'GB', 'ES', 'CZ', 'BE', 'IT']","{'Spain': 193, 'United Kingdom': 117, 'Belgium': 153, 'Czech Republic': 51, 'France': 15, 'Germany': 57, 'Hungary': 33, 'Israel': 60, 'Italy': 57, 'Poland': 70}",31/05/2011,Tabular,
16778,2006-006532-21,31/12/2015,18/05/2017,18/05/2017,"['BE', 'GB', 'FR', 'DE']","{'Australia': 114, 'Belgium': 147, 'France': 53, 'Germany': 737, 'Israel': 30, 'New Zealand': 13}",27/11/2008,Tabular,
16779,2015-001760-19,06/11/2019,26/05/2021,26/05/2021,"['CZ', 'DE', 'PL', 'DK', 'NL']","{'Netherlands': 54, 'Poland': 293, 'Czech Republic': 170, 'Denmark': 27, 'Russian Federation': 140, 'United States': 602, 'Canada': 91, 'Mexico': 183, 'Korea, Republic of': 74, 'Taiwan': 66}",23/10/2015,Tabular,
16780,2012-004331-23,05/06/2018,21/06/2019,21/06/2019,"['DE', 'BE', 'GB', 'IT', 'HU']","{'United Kingdom': 35, 'Belgium': 41, 'Germany': 28, 'Hungary': 20, 'Italy': 40}",28/06/2013,Tabular,
16781,2012-002764-27,16/12/2016,30/08/2018,30/08/2018,"['GB', 'IE', 'SE', 'HU', 'GR', 'NL', 'IT', 'DE']","{'Sweden': 21, 'United Kingdom': 65, 'France': 58, 'Germany': 9, 'Greece': 100, 'Hungary': 14, 'Ireland': 111, 'Italy': 55, 'Netherlands': 78}",24/04/2013,Mixed,
16782,2014-004042-96,01/11/2017,21/06/2019,21/06/2019,"['DE', 'AT', 'IT']","{'Turkey': 5, 'United States': 33, 'Austria': 1, 'France': 2, 'India': 17, 'Italy': 2}",01/05/2015,Mixed,
16783,2017-001150-33,18/03/2019,01/02/2020,01/02/2020,"['CZ', 'DE', 'PT']","{'United States': 582, 'Czech Republic': 59, 'Germany': 91}",25/06/2018,Tabular,
16784,2017-001941-28,08/05/2020,13/05/2021,13/05/2021,"['DE', 'ES', 'CZ', 'PL', 'IT']","{'Australia': 4, 'Brazil': 90, 'Hong Kong': 4, 'India': 42, 'Argentina': 55, 'Korea, Republic of': 4, 'Malaysia': 22, 'Mexico': 23, 'Russian Federation': 139, 'Taiwan': 31, 'Turkey': 26, 'Ukraine': 50, 'United States': 125, 'Bulgaria': 46, 'France': 7, 'Hungary': 20, 'Italy': 8, 'Poland': 68, 'Spain': 29, 'Czechia': 45}",20/11/2017,Tabular,
16785,2020-000842-32,26/06/2020,31/12/2020,06/02/2021,"['DE', 'ES', 'FR', 'IT', 'NL', 'GB', 'SE']","{'Korea, Republic of': 37, 'Netherlands': 5, 'Singapore': 32, 'United States': 593, 'Spain': 144, 'Italy': 134, 'United Kingdom': 64, 'Germany': 36, 'Hong Kong': 28, 'Switzerland': 19, 'France': 8, 'Taiwan': 6, 'Japan': 4, 'Sweden': 3}",15/03/2020,Tabular,
16786,2013-003368-29,17/06/2020,28/06/2021,28/06/2021,"['AT', 'ES', 'DE']","{'Austria': 29, 'France': 31, 'Germany': 42, 'Spain': 82, 'United Kingdom': 40}",01/06/2016,Tabular,
16787,2004-004202-24,30/01/2007,12/07/2015,17/02/2016,"['DE', 'FI', 'SE', 'NO', 'DK', 'IT', 'BE', 'AT', 'GB', 'ES']",,,Document,
16788,2005-001138-33,23/04/2007,24/04/2016,24/04/2016,"['LT', 'NO', 'SI', 'DK', 'PT', 'ES', 'IT']",,,Document,
16789,2006-001099-20,05/06/2007,08/06/2016,08/06/2016,"['SE', 'NO', 'DK', 'BE', 'ES']",,,Document,
16790,2005-006202-26,18/06/2007,04/06/2016,04/06/2016,"['SE', 'FI', 'PT', 'DK', 'NO', 'GR']",,,Document,
16791,2005-002051-41,24/07/2007,07/12/2016,07/12/2016,"['FI', 'AT', 'NO', 'SE', 'ES', 'IT']",,,Document,
16792,2005-002126-64,11/10/2007,07/12/2016,07/12/2016,"['NO', 'SE', 'DK', 'IT']",,,Document,
16793,2005-002441-39,01/12/2007,30/07/2016,30/07/2016,"['GB', 'FI', 'SE', 'NO', 'DK', 'ES', 'AT', 'DE']",,,Document,
16794,2004-001960-30,17/10/2007,31/07/2015,15/02/2017,"['HU', 'NO', 'SE', 'SK', 'CZ', 'GB', 'IT', 'ES', 'DE']",,,Document,
16795,2017-004810-25,00/01/1900,26/04/2020,26/04/2020,"['GB', 'DE', 'ES', 'IT']","{'Spain': 17, 'United Kingdom': 12, 'United States': 126, 'Australia': 5, 'Canada': 12, 'France': 26, 'Germany': 16, 'Italy': 7}",18/06/2018,Tabular,
16796,2005-000715-98,05/03/2008,30/04/2016,30/04/2016,"['GB', 'HU', 'SE', 'FI', 'CZ', 'BE', 'NO', 'IT', 'PT', 'DE', 'ES']",,,Document,
16797,2010-020198-18,23/08/2012,02/09/2018,02/09/2018,"['GB', 'NL', 'FR', 'DE', 'PT', 'IT', 'NO', 'DK']","{'Taiwan': 5, 'United Kingdom': 23, 'United States': 33, 'Argentina': 2, 'Brazil': 21, 'Canada': 14, 'Colombia': 6, 'Denmark': 1, 'France': 20, 'Germany': 10, 'Italy': 10, 'Japan': 6, 'Korea, Republic of': 7, 'Netherlands': 6, 'Portugal': 3, 'Qatar': 2, 'Saudi Arabia': 7}",01/02/2011,Tabular,
16798,2005-001099-11,23/09/2008,15/08/2015,13/07/2016,"['GB', 'NO', 'IE', 'ES', 'DK', 'SE', 'DE', 'HU', 'PT', 'IT', 'BE', 'GR']","{'Spain': 39, 'Sweden': 8, 'Switzerland': 3, 'Turkey': 35, 'United Kingdom': 36, 'Belgium': 21, 'Canada': 15, 'Denmark': 9, 'Germany': 48, 'Hungary': 30, 'Israel': 16, 'Italy': 99, 'Norway': 1, 'Poland': 40}",22/11/2005,Tabular,
16799,2004-002032-26,22/01/2010,04/02/2016,04/02/2016,"['ES', 'FI', 'HU', 'DK', 'SE', 'CZ', 'NO', 'IT', 'DE', 'AT', 'GB']",,,Document,
16800,2010-020601-32,28/06/2012,17/09/2016,17/09/2016,"['DE', 'BE', 'GB', 'SE', 'FI', 'HU', 'CZ', 'DK', 'SK', 'PT', 'NO', 'IT', 'ES']",,,Document,
16801,2008-001523-57,28/10/2011,07/12/2016,07/12/2016,"['NO', 'DK', 'FR', 'ES', 'GB', 'IT', 'HU', 'DE']",,,Document,
16802,2004-000563-96,11/03/2008,28/01/2015,08/03/2016,"['HU', 'SE', 'NO', 'FI', 'ES', 'AT', 'IE', 'IT', 'DK']",,,Document,
16803,2009-009320-36,30/01/2013,19/08/2016,19/08/2016,"['NO', 'DE', 'FI', 'SK', 'DK', 'BG']",,,Document,
16804,2009-018240-23,17/06/2013,02/12/2018,02/12/2018,"['BE', 'NO', 'FR', 'GB', 'SE', 'DE', 'IT', 'NL']",,,Document,
16805,2010-024518-74,15/10/2013,09/08/2015,13/07/2016,"['GB', 'SE', 'DE', 'NO', 'NL', 'AT', 'IT', 'ES']","{'Sweden': 6, 'United Kingdom': 6, 'United States': 38, 'Australia': 2, 'Austria': 1, 'Canada': 3, 'France': 6, 'Germany': 20, 'Italy': 10, 'Netherlands': 4, 'Norway': 2, 'Poland': 4, 'Russian Federation': 3}",06/06/2011,Tabular,
16806,2010-022685-27,03/06/2013,28/05/2016,28/05/2016,"['SE', 'NL', 'BE', 'NO', 'DK', 'DE', 'CZ']",,,Document,
16807,2012-000031-59,05/07/2013,26/07/2015,16/02/2016,"['LT', 'FI', 'NO', 'SE', 'NL', 'PL', 'DK']","{'Sweden': 120, 'Denmark': 100, 'Finland': 100, 'Lithuania': 133, 'Netherlands': 60, 'Norway': 24, 'Poland': 100}",20/08/2012,Tabular,
16808,2012-004544-30,08/04/2013,08/07/2018,08/07/2018,"['BE', 'SE', 'NO', 'IT', 'GB', 'ES', 'DE', 'DK', 'FR']","{'Norway': 99999, 'Spain': 99999, 'Belgium': 99999}",08/04/2013,Mixed,
16809,2005-006082-14,14/11/2013,01/04/2016,01/04/2016,"['NO', 'IE', 'BE', 'HU', 'ES', 'PT', 'DE', 'GB', 'CZ', 'AT', 'IT', 'NL']","{'Netherlands': 14, 'Norway': 9, 'Portugal': 1, 'Spain': 20, 'United Kingdom': 51, 'Austria': 8, 'Belgium': 26, 'Czech Republic': 8, 'France': 90, 'Germany': 59, 'Hungary': 1, 'Ireland': 8, 'Italy': 65, 'Argentina': 16, 'Australia': 22, 'Brazil': 8, 'Canada': 25, 'Chile': 14, 'Israel': 14, 'Poland': 21, 'Russian Federation': 35, 'South Africa': 24, 'Switzerland': 3, 'Ukraine': 38, 'United States': 101}",08/08/2006,Tabular,
16810,2009-010669-22,11/11/2013,01/08/2015,01/07/2016,"['NO', 'SE', 'ES', 'SK', 'BE', 'DE', 'HU', 'IE', 'AT', 'GB']","{'Slovakia': 22, 'South Africa': 122, 'Spain': 131, 'Sweden': 106, 'Taiwan': 87, 'Turkey': 128, 'United Kingdom': 65, 'United States': 643, 'Austria': 108, 'Belgium': 101, 'Brazil': 178, 'Canada': 140, 'China': 362, 'Colombia': 76, 'Croatia': 26, 'Germany': 346, 'Hungary': 68, 'India': 94, 'Ireland': 29, 'Japan': 318, 'Norway': 129, 'Romania': 72, 'Russian Federation': 68, 'Serbia': 99}",15/09/2011,Tabular,
16811,2011-000854-44,15/11/2013,05/02/2016,05/02/2016,"['SE', 'BE', 'NO', 'HU', 'NL', 'PL', 'CZ', 'BG', 'LV']","{'Sweden': 5, 'Ukraine': 28, 'Bulgaria': 42, 'Czech Republic': 23, 'France': 4, 'Hungary': 21, 'Latvia': 9, 'Poland': 92, 'Romania': 4, 'Serbia': 9}",27/04/2011,Tabular,
16812,2011-002066-20,02/01/2014,10/04/2015,02/01/2021,"['GB', 'BE', 'NL', 'DE', 'SE', 'DK', 'NO']","{'Brazil': 12, 'Canada': 9, 'Korea, Republic of': 12, 'Mexico': 10, 'Philippines': 4, 'Serbia': 19, 'South Africa': 5, 'Turkey': 4, 'Ukraine': 11, 'United States': 3, 'Belgium': 38, 'Denmark': 22, 'Norway': 7, 'Poland': 22, 'Sweden': 9, 'United Kingdom': 2}",07/06/2012,Tabular,
16813,2010-021395-28,04/12/2013,02/08/2015,04/07/2016,"['SE', 'ES', 'LV', 'FI', 'NO', 'LT', 'EE', 'DK']","{'Spain': 15, 'Sweden': 1, 'Taiwan': 19, 'United States': 2, 'Australia': 1, 'Canada': 4, 'Denmark': 2, 'India': 3, 'Israel': 7, 'Japan': 29, 'Korea, Republic of': 18, 'Latvia': 5, 'Lithuania': 4, 'New Zealand': 12}",01/02/2012,Tabular,
16814,2009-011360-10,24/01/2014,31/07/2015,22/07/2016,"['ES', 'PT', 'GB', 'NL', 'FI', 'LV', 'HU', 'CZ', 'SK', 'IE', 'BE', 'FR', 'LT', 'DE', 'AT', 'SE', 'IT', 'GR', 'EE', 'SI', 'BG', 'DK', 'NO']","{'Slovakia': 379, 'Slovenia': 68, 'South Africa': 374, 'Spain': 235, 'Sweden': 57, 'Switzerland': 50, 'Taiwan': 198, 'Thailand': 96, 'Turkey': 96, 'Ukraine': 1894, 'United Kingdom': 118, 'Uruguay': 29, 'Vietnam': 171, 'Argentina': 954, 'Armenia': 239, 'Australia': 116, 'Austria': 19, 'Belgium': 52, 'Brazil': 853, 'Bulgaria': 1121, 'Canada': 254, 'China': 975, 'Croatia': 197, 'Czech Republic': 539, 'Denmark': 76, 'Estonia': 387, 'Finland': 8, 'France': 99, 'Georgia': 102, 'Germany': 309, 'Greece': 77, 'Hungary': 981, 'India': 295, 'Ireland': 47, 'Italy': 384, 'Kazakhstan': 141, 'Korea, Republic of': 446, 'Latvia': 440, 'Lithuania': 302, 'Macedonia, the former Yugoslav Republic of': 224, 'Malaysia': 74, 'Mexico': 559, 'Netherlands': 555, 'Norway': 56, 'Philippines': 30, 'Poland': 1157, 'Portugal': 27, 'Romania': 892, 'Russian Federation': 2119, 'Serbia': 210, 'Singapore': 21}",25/09/2009,Tabular,
16815,2011-003415-31,02/04/2014,15/07/2015,27/04/2016,"['HU', 'FR', 'GR', 'NO', 'IT', 'DE', 'PL', 'ES']","{'Spain': 10, 'Ukraine': 8, 'United States': 11, 'Brazil': 4, 'Canada': 15, 'Chile': 2, 'France': 12, 'Germany': 9, 'Greece': 14, 'Hungary': 25, 'Italy': 7, 'Korea, Republic of': 13, 'Norway': 5, 'Poland': 13, 'Romania': 10, 'Russian Federation': 21}",26/03/2012,Tabular,
16816,2010-022897-14,01/09/2014,18/09/2016,18/09/2016,"['NO', 'GB', 'DK']","{'Norway': 23, 'United Kingdom': 23}",03/10/2011,Mixed,
